,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
20548,31319,3,Meridian,McIntosh County,,,Georgia,13191,59
20549,31320,2,Midway,Liberty County,31.8,-81.4,Georgia,13179,413
20565,31321,1,Pembroke,Bryan County,32.2,-81.7,Georgia,13029,80
20581,31322,1,Pooler,Chatham County,32.11,-81.25,Georgia,13051,1416
20646,31323,3,Riceboro,Liberty County,31.7,-81.4,Georgia,13179,413
20650,31324,3,Richmond Hill,Bryan County,31.9,-81.3,Georgia,13029,80
20669,31326,1,Rincon,Effingham County,32.3,-81.2,Georgia,13103,245
20732,31328,1,Tybee Island,Chatham County,32.01,-80.88,Georgia,13051,1416
20733,31329,1,Springfield,Effingham County,32.4,-81.3,Georgia,13103,245
20757,31331,1,Townsend,McIntosh County,31.5,-81.4,Georgia,13191,59
20770,31401,2,Savannah,Chatham County,32.07,-81.09,Georgia,13051,1416
20809,31403,1,Savannah,Chatham County,,,Georgia,13051,1416
20812,31404,1,Savannah,Chatham County,32.05,-81.03,Georgia,13051,1416
20939,31405,1,Savannah,Chatham County,32.04,-81.17,Georgia,13051,1416
21051,31406,3,Savannah,Chatham County,31.97,-81.08,Georgia,13051,1416
21166,31407,1,Savannah,Chatham County,32.18,-81.18,Georgia,13051,1416
21230,31408,1,Savannah,Chatham County,32.12,-81.18,Georgia,13051,1416
21252,31409,1,Savannah,Chatham County,32.02,-81.15,Georgia,13051,1416
21253,31410,1,Savannah,Chatham County,32.01,-80.95,Georgia,13051,1416
21260,31412,2,Savannah,Chatham County,,,Georgia,13051,1416
21261,31414,2,Savannah,Chatham County,,,Georgia,13051,1416
21265,31415,1,Savannah,Chatham County,32.08,-81.13,Georgia,13051,1416
21312,31416,2,Savannah,Chatham County,,,Georgia,13051,1416
21315,31418,2,Savannah,Chatham County,,,Georgia,13051,1416
21316,31419,2,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1416
21498,31420,2,Savannah,Chatham County,,,Georgia,13051,1416
21500,31501,2,Waycross,Ware County,31.24,-82.36,Georgia,13299,287
21588,31502,1,Waycross,Ware County,,,Georgia,13299,287
21590,31503,2,Waycross,Ware County,31.1,-82.4,Georgia,13299,287
21652,31510,1,Alma,Bacon County,31.6,-82.5,Georgia,13005,27
21668,31512,1,Ambrose,Coffee County,31.6,-83.0,Georgia,13069,561
21675,31513,3,Baxley,Appling County,31.8,-82.3,Georgia,13001,163
21758,31516,1,Blackshear,Pierce County,31.3,-82.2,Georgia,13229,87
21796,31518,1,Bristol,Appling County,31.51,-82.17,Georgia,13001,163
21797,31519,3,Broxton,Coffee County,31.7,-82.9,Georgia,13069,561
21805,31520,2,Brunswick,Glynn County,31.18,-81.48,Georgia,13127,442
21925,31521,1,Brunswick,Glynn County,,,Georgia,13127,442
21926,31522,3,Saint Simons Island,Glynn County,31.2,-81.4,Georgia,13127,442
21927,31523,1,Brunswick,Glynn County,31.2,-81.6,Georgia,13127,442
21948,31525,1,Brunswick,Glynn County,31.3,-81.5,Georgia,13127,442
22045,31532,2,Denton,Jeff Davis County,31.7,-82.7,Georgia,13161,183
22046,31533,2,Douglas,Coffee County,31.5,-82.8,Georgia,13069,561
22221,31534,3,Douglas,Coffee County,,,Georgia,13069,561
22224,31535,2,Douglas,Coffee County,31.5,-82.8,Georgia,13069,561
22308,31537,2,Folkston,Charlton County,30.9,-82.0,Georgia,13049,38
22317,31539,2,Hazlehurst,Jeff Davis County,31.8,-82.6,Georgia,13161,183
22424,31542,1,Hoboken,Brantley County,31.1,-82.2,Georgia,13025,52
22433,31543,3,Hortense,Brantley County,31.4,-81.8,Georgia,13025,52
22441,31544,2,Jacksonville,Telfair County,31.9,-82.9,Georgia,13271,111
22442,31545,1,Jesup,Wayne County,31.7,-82.0,Georgia,13305,289
22558,31546,1,Jesup,Wayne County,31.5,-81.8,Georgia,13305,289
22593,31548,2,Kingsland,Camden County,30.8,-81.7,Georgia,13039,290
22667,31549,1,Lumber City,Telfair County,31.9,-82.8,Georgia,13271,111
22685,31551,2,Mershon,Pierce County,31.5,-82.3,Georgia,13229,87
22687,31552,2,Millwood,Ware County,31.3,-82.6,Georgia,13299,287
22688,31553,1,Nahunta,Brantley County,31.2,-82.0,Georgia,13025,52
22695,31554,2,Nicholls,Coffee County,31.5,-82.6,Georgia,13069,561
22723,31555,2,Odum,Wayne County,31.7,-82.1,Georgia,13305,289
22731,31557,2,Patterson,Pierce County,31.4,-82.1,Georgia,13229,87
22735,31558,2,Saint Marys,Camden County,30.8,-81.5,Georgia,13039,290
22800,31560,2,Screven,Wayne County,31.5,-82.0,Georgia,13305,289
22810,31562,3,Saint George,Charlton County,30.7,-82.2,Georgia,13049,38
22820,31563,1,Surrency,Appling County,31.7,-82.2,Georgia,13001,163
22826,31565,3,Waverly,Camden County,31.1,-81.7,Georgia,13039,290
22827,31566,2,Waynesville,Brantley County,31.2,-81.8,Georgia,13025,52
22831,31567,1,West Green,Coffee County,31.62,-82.7,Georgia,13069,561
22834,31568,2,White Oak,Camden County,31.0,-81.8,Georgia,13039,290
