,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
9214,30276,1,Senoia,Coweta County,33.3,-84.6,Georgia,13077,275
9224,30277,2,Sharpsburg,Coweta County,33.4,-84.6,Georgia,13077,275
9235,30281,2,Stockbridge,Henry County,33.6,-84.2,Georgia,13151,1078
9439,30284,3,Sunny Side,Spalding County,33.41,-84.3,Georgia,13255,333
9440,30285,1,The Rock,Upson County,32.97,-84.25,Georgia,13293,116
9442,30286,2,Thomaston,Upson County,32.9,-84.3,Georgia,13293,116
9495,30288,2,Conley,Clayton County,33.65,-84.32,Georgia,13063,1865
9536,30290,1,Tyrone,Fayette County,33.48,-84.59,Georgia,13113,154
9538,30291,2,Union City,Fulton County,33.57,-84.54,Georgia,13121,4146
9735,30292,2,Williamson,Pike County,33.17,-84.41,Georgia,13231,32
9739,30293,2,Woodbury,Meriwether County,33.0,-84.6,Georgia,13199,78
9743,30294,2,Ellenwood,DeKalb County,33.64,-84.25,Georgia,13089,3542
9899,30295,2,Zebulon,Pike County,33.1,-84.31,Georgia,13231,32
9900,30296,2,Riverdale,Clayton County,33.56,-84.45,Georgia,13063,1865
10051,30297,1,Forest Park,Clayton County,33.61,-84.36,Georgia,13063,1865
10148,30298,2,Forest Park,Clayton County,,,Georgia,13063,1865
10149,30301,1,Atlanta,Fulton County,,,Georgia,13121,4146
10151,30303,3,Atlanta,Fulton County,33.75,-84.39,Georgia,13121,4146
10158,30305,2,Atlanta,Fulton County,33.84,-84.38,Georgia,13121,4146
10159,30306,2,Atlanta,Fulton County,33.79,-84.35,Georgia,13121,4146
10160,30307,1,Atlanta,DeKalb County,33.77,-84.34,Georgia,13089,3542
10170,30308,2,Atlanta,Fulton County,33.77,-84.38,Georgia,13121,4146
10183,30309,2,Atlanta,Fulton County,33.8,-84.39,Georgia,13121,4146
10191,30310,2,Atlanta,Fulton County,33.73,-84.43,Georgia,13121,4146
10331,30311,2,Atlanta,Fulton County,33.73,-84.47,Georgia,13121,4146
10515,30312,1,Atlanta,Fulton County,33.74,-84.38,Georgia,13121,4146
10547,30313,2,Atlanta,Fulton County,33.76,-84.4,Georgia,13121,4146
10561,30314,3,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,4146
10677,30315,3,Atlanta,Fulton County,33.7,-84.38,Georgia,13121,4146
10842,30316,2,Atlanta,DeKalb County,33.74,-84.34,Georgia,13089,3542
10927,30317,1,Atlanta,DeKalb County,33.75,-84.32,Georgia,13089,3542
10941,30318,1,Atlanta,Fulton County,33.79,-84.44,Georgia,13121,4146
11117,30319,2,Atlanta,DeKalb County,33.86,-84.35,Georgia,13089,3542
11120,30324,1,Atlanta,Fulton County,33.82,-84.36,Georgia,13121,4146
11128,30326,1,Atlanta,Fulton County,33.85,-84.36,Georgia,13121,4146
11131,30328,1,Atlanta,Fulton County,33.93,-84.4,Georgia,13121,4146
11137,30329,3,Atlanta,DeKalb County,33.83,-84.33,Georgia,13089,3542
11144,30331,1,Atlanta,Fulton County,33.72,-84.56,Georgia,13121,4146
11404,30332,1,Atlanta,Fulton County,33.75,-84.39,Georgia,13121,4146
11406,30334,1,Atlanta,Fulton County,33.749,-84.387,Georgia,13121,4146
11407,30336,1,Atlanta,Fulton County,33.74,-84.57,Georgia,13121,4146
11412,30337,2,Atlanta,Fulton County,33.64,-84.44,Georgia,13121,4146
11476,30338,3,Atlanta,DeKalb County,33.94,-84.32,Georgia,13089,3542
11491,30339,1,Atlanta,Cobb County,33.87,-84.45,Georgia,13067,1882
11504,30340,3,Atlanta,DeKalb County,33.89,-84.23,Georgia,13089,3542
11540,30341,3,Atlanta,DeKalb County,33.89,-84.28,Georgia,13089,3542
11563,30342,1,Atlanta,Fulton County,33.88,-84.38,Georgia,13121,4146
11570,30343,1,Atlanta,Fulton County,,,Georgia,13121,4146
11571,30344,3,Atlanta,Fulton County,33.68,-84.44,Georgia,13121,4146
11721,30345,2,Atlanta,DeKalb County,33.85,-84.28,Georgia,13089,3542
11728,30346,2,Atlanta,DeKalb County,33.92,-84.34,Georgia,13089,3542
11731,30349,1,Atlanta,Fulton County,33.6,-84.5,Georgia,13121,4146
12187,30350,1,Atlanta,Fulton County,33.98,-84.32,Georgia,13121,4146
12222,30354,1,Atlanta,Fulton County,33.66,-84.4,Georgia,13121,4146
12294,30356,1,Atlanta,Fulton County,,,Georgia,13121,4146
12295,30359,2,Atlanta,Fulton County,,,Georgia,13121,4146
12296,30360,1,Atlanta,DeKalb County,33.93,-84.26,Georgia,13089,3542
12318,30363,1,Atlanta,Fulton County,33.792,-84.399,Georgia,13121,4146
12320,30364,1,Atlanta,Fulton County,,,Georgia,13121,4146
12324,30366,2,Atlanta,Fulton County,,,Georgia,13121,4146
12326,30380,2,Atlanta,Fulton County,,,Georgia,13121,4146
12328,30392,2,Atlanta,Fulton County,,,Georgia,13121,4146
12329,30401,1,Swainsboro,Emanuel County,32.6,-82.4,Georgia,13107,312
12456,30410,2,Ailey,Montgomery County,32.2,-82.5,Georgia,13209,56
12464,30411,1,Alamo,Wheeler County,32.1,-82.8,Georgia,13309,27
12470,30413,1,Bartow,Jefferson County,32.9,-82.5,Georgia,13163,118
12474,30415,1,Brooklet,Bulloch County,32.4,-81.6,Georgia,13031,735
12494,30417,1,Claxton,Evans County,32.2,-81.9,Georgia,13109,47
12514,30420,2,Cobbtown,Tattnall County,32.26,-82.14,Georgia,13267,59
12517,30421,2,Collins,Tattnall County,32.2,-82.1,Georgia,13267,59
12525,30425,1,Garfield,Emanuel County,32.6,-82.0,Georgia,13107,312
12526,30426,2,Girard,Burke County,33.0,-81.7,Georgia,13033,182
12529,30427,1,Glennville,Tattnall County,31.9,-81.9,Georgia,13267,59
12540,30428,2,Glenwood,Wheeler County,32.2,-82.7,Georgia,13309,27
12548,30429,3,Hagan,Evans County,32.2,-81.9,Georgia,13109,47
12551,30434,1,Louisville,Jefferson County,33.0,-82.4,Georgia,13163,118
12566,30436,2,Lyons,Toombs County,32.2,-82.3,Georgia,13279,244
12604,30439,2,Metter,Candler County,32.4,-82.1,Georgia,13043,44
12623,30441,3,Midville,Emanuel County,32.8,-82.3,Georgia,13107,312
12627,30442,3,Millen,Jenkins County,32.8,-82.0,Georgia,13165,45
12649,30445,1,Mount Vernon,Montgomery County,32.2,-82.6,Georgia,13209,56
12662,30446,1,Newington,Screven County,32.6,-81.5,Georgia,13251,92
12671,30448,2,Nunez,Emanuel County,32.6,-82.3,Georgia,13107,312
12672,30449,2,Oliver,Screven County,32.6,-81.5,Georgia,13251,92
12673,30450,3,Portal,Bulloch County,32.56,-81.94,Georgia,13031,735
12685,30452,3,Register,Bulloch County,32.3,-81.9,Georgia,13031,735
12689,30453,1,Reidsville,Tattnall County,32.0,-82.1,Georgia,13267,59
12704,30455,1,Rocky Ford,Screven County,32.7,-81.8,Georgia,13251,92
12707,30456,2,Sardis,Burke County,33.0,-81.8,Georgia,13033,182
12713,30457,2,Soperton,Treutlen County,32.4,-82.5,Georgia,13283,45
12736,30458,1,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,735
13044,30459,3,Statesboro,Bulloch County,,,Georgia,13031,735
13050,30460,1,Statesboro,Bulloch County,32.4,-81.8,Georgia,13031,735
13052,30461,1,Statesboro,Bulloch County,32.5,-81.7,Georgia,13031,735
13107,30464,2,Stillmore,Emanuel County,32.5,-82.1,Georgia,13107,312
13109,30467,1,Sylvania,Screven County,32.7,-81.6,Georgia,13251,92
13151,30470,2,Tarrytown,Montgomery County,32.29,-82.51,Georgia,13209,56
13153,30471,1,Twin City,Emanuel County,32.5,-82.1,Georgia,13107,312
13186,30473,2,Uvalda,Montgomery County,32.0,-82.5,Georgia,13209,56
13192,30474,1,Vidalia,Toombs County,32.2,-82.4,Georgia,13279,244
13276,30475,2,Vidalia,Toombs County,32.2,-82.4,Georgia,13279,244
13277,30477,3,Wadley,Jefferson County,32.9,-82.4,Georgia,13163,118
13296,30501,2,Gainesville,Hall County,34.32,-83.81,Georgia,13139,480
13352,30504,2,Gainesville,Hall County,34.27,-83.89,Georgia,13139,480
